Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
22,High School,Healthcare,1,Urban,2,Married,Full-time,2,Own,Apartment,Female,Biking,2.5277173598751004
69,Bachelor's,Technology,2,Urban,35,Single,Self-employed,7,Own,Apartment,Female,Walking,2.4966746487727045
51,Bachelor's,Education,1,Urban,10,Married,Full-time,1,Own,Apartment,Female,Public transit,2.801819175731232
23,Master's,Education,3,Urban,16,Married,Part-time,5,Own,Single-family home,Female,Public transit,2.491892624072791
39,Master's,Others,3,Urban,18,Single,Self-employed,2,Rent,Apartment,Male,Public transit,2.5266773863320116
28,Master's,Technology,5,Suburban,7,Married,Full-time,3,Own,Single-family home,Female,Public transit,2.496385302544276
65,Bachelor's,Finance,0,Urban,13,Married,Full-time,2,Own,Single-family home,Male,Public transit,2.4940720819748496
33,Bachelor's,Healthcare,2,Urban,25,Single,Full-time,5,Own,Single-family home,Female,Car,2.493740422821993
50,High School,Healthcare,1,Urban,47,Single,Part-time,2,Own,Single-family home,Female,Walking,2.4977388211362155
26,Doctorate,Education,4,Urban,24,Married,Part-time,2,Own,Apartment,Male,Car,2.4936361724801137
23,High School,Technology,5,Urban,50,Married,Self-employed,7,Own,Apartment,Male,Public transit,2.4979503493876503
33,High School,Technology,3,Suburban,47,Married,Full-time,2,Own,Apartment,Female,Car,2.5019348236654135
46,High School,Others,2,Urban,9,Single,Self-employed,4,Own,Townhouse,Male,Biking,2.4916839603744827
20,Master's,Education,2,Urban,31,Divorced,Full-time,4,Rent,Single-family home,Female,Public transit,2.699845132793783
37,Bachelor's,Education,3,Rural,14,Married,Self-employed,5,Rent,Apartment,Female,Public transit,2.496855825950611
53,Bachelor's,Others,0,Urban,3,Married,Full-time,1,Rent,Single-family home,Female,Biking,2.498371647755821
36,Doctorate,Education,2,Suburban,27,Married,Full-time,7,Own,Apartment,Male,Car,2.503401447008755
43,Master's,Healthcare,1,Urban,3,Single,Full-time,2,Own,Single-family home,Female,Public transit,2.502345693484306
20,Bachelor's,Healthcare,4,Urban,12,Divorced,Full-time,7,Own,Townhouse,Female,Public transit,2.5022060258901346
36,High School,Finance,4,Rural,11,Single,Full-time,2,Own,Single-family home,Female,Public transit,2.7177378420942557
37,Master's,Finance,3,Suburban,14,Married,Full-time,7,Own,Single-family home,Female,Car,2.493345007578398
49,Master's,Healthcare,2,Urban,28,Married,Full-time,6,Rent,Townhouse,Male,Public transit,2.503636974365458
24,Bachelor's,Education,4,Urban,22,Married,Part-time,4,Rent,Single-family home,Male,Public transit,2.496493039174998
69,Bachelor's,Finance,2,Urban,12,Married,Full-time,3,Own,Single-family home,Male,Car,2.4920956508667977
58,High School,Others,3,Urban,37,Married,Full-time,6,Rent,Townhouse,Male,Public transit,2.693946831481901
50,Master's,Education,0,Rural,45,Divorced,Self-employed,4,Own,Single-family home,Male,Car,2.492626043570449
57,Bachelor's,Others,4,Urban,34,Divorced,Full-time,1,Own,Single-family home,Female,Biking,2.4926989997286126
56,Bachelor's,Education,1,Urban,39,Single,Full-time,6,Rent,Single-family home,Female,Public transit,2.751023548555863
35,High School,Healthcare,5,Suburban,11,Single,Full-time,2,Rent,Single-family home,Male,Public transit,2.49276937408883
57,Master's,Healthcare,3,Suburban,29,Married,Part-time,2,Rent,Apartment,Male,Car,2.4824759596171444
18,Bachelor's,Education,5,Urban,45,Divorced,Full-time,7,Rent,Apartment,Male,Public transit,2.4999218763715425
28,High School,Education,0,Suburban,4,Married,Full-time,5,Own,Apartment,Female,Biking,2.4485448669986836
45,Bachelor's,Others,1,Urban,1,Single,Part-time,3,Rent,Single-family home,Female,Public transit,2.4713935615020612
42,Bachelor's,Healthcare,5,Suburban,41,Married,Full-time,5,Rent,Townhouse,Female,Biking,2.5029984809549823
67,Bachelor's,Education,1,Urban,29,Single,Full-time,3,Own,Apartment,Female,Walking,2.498086356311223
40,Master's,Healthcare,4,Rural,34,Married,Full-time,6,Own,Apartment,Female,Public transit,2.7663883794580126
48,Bachelor's,Finance,2,Urban,9,Single,Full-time,6,Own,Apartment,Female,Car,2.4935566479387217
47,Master's,Others,3,Urban,8,Married,Full-time,3,Own,Apartment,Female,Public transit,2.73000114412185
59,High School,Healthcare,1,Urban,16,Divorced,Full-time,6,Own,Single-family home,Female,Public transit,2.4975974745804654
52,High School,Education,4,Suburban,37,Married,Self-employed,3,Own,Apartment,Female,Biking,2.836921329063816
24,High School,Healthcare,0,Suburban,29,Single,Full-time,3,Own,Townhouse,Female,Public transit,2.4919637448204974
33,Bachelor's,Technology,1,Urban,40,Married,Full-time,5,Own,Townhouse,Male,Public transit,2.7595605530611813
43,Bachelor's,Healthcare,0,Urban,34,Single,Full-time,2,Own,Single-family home,Female,Walking,2.496557608022366
65,Master's,Technology,3,Urban,6,Married,Full-time,2,Own,Apartment,Male,Public transit,2.5003142054225247
69,Master's,Finance,4,Urban,11,Married,Full-time,6,Own,Apartment,Male,Public transit,2.4995229100825673
66,Bachelor's,Technology,0,Urban,49,Married,Self-employed,7,Own,Apartment,Male,Public transit,2.5950652341544633
19,Doctorate,Healthcare,2,Urban,41,Divorced,Full-time,5,Own,Single-family home,Female,Public transit,2.502126099990152
18,High School,Education,5,Urban,33,Single,Part-time,6,Rent,Townhouse,Male,Car,2.429986300306323
65,Master's,Technology,0,Urban,48,Divorced,Self-employed,4,Own,Single-family home,Female,Biking,2.495529991813464
29,Bachelor's,Technology,0,Rural,2,Single,Full-time,7,Own,Single-family home,Female,Car,2.6159312581056926
22,Bachelor's,Healthcare,4,Urban,32,Married,Part-time,6,Rent,Townhouse,Female,Car,2.6722486689999556
54,Master's,Finance,4,Urban,39,Single,Part-time,1,Own,Apartment,Female,Car,2.5014007024092506
49,Bachelor's,Technology,1,Urban,12,Single,Full-time,3,Rent,Apartment,Male,Biking,2.567673508564476
26,High School,Healthcare,5,Urban,10,Married,Full-time,7,Own,Apartment,Female,Car,2.6360825659408014
58,Bachelor's,Healthcare,0,Urban,39,Single,Full-time,7,Rent,Single-family home,Female,Car,2.5031498449267175
52,Bachelor's,Others,0,Urban,19,Single,Full-time,7,Own,Apartment,Male,Public transit,2.49755737856561
36,Master's,Healthcare,4,Urban,30,Single,Part-time,5,Own,Townhouse,Male,Public transit,2.494525157460892
65,Bachelor's,Others,2,Urban,32,Married,Part-time,3,Own,Townhouse,Female,Walking,2.496366133389249
33,Master's,Education,4,Urban,33,Single,Part-time,3,Rent,Townhouse,Female,Biking,2.633697307476989
20,Bachelor's,Education,2,Urban,49,Married,Full-time,3,Rent,Single-family home,Male,Public transit,2.7259404039987967
37,Bachelor's,Finance,5,Urban,49,Married,Self-employed,5,Rent,Single-family home,Female,Car,2.4987534739560484
41,Master's,Healthcare,4,Urban,8,Married,Full-time,2,Own,Townhouse,Female,Public transit,2.4926612724858583
50,Bachelor's,Education,5,Urban,6,Single,Full-time,4,Rent,Apartment,Male,Walking,2.595424891788273
41,Doctorate,Education,3,Urban,8,Married,Part-time,4,Own,Single-family home,Male,Public transit,2.499561982138771
69,Bachelor's,Others,0,Urban,41,Married,Self-employed,6,Own,Single-family home,Female,Biking,2.4936088452658973
28,Bachelor's,Technology,5,Suburban,25,Married,Full-time,5,Own,Apartment,Male,Public transit,2.49540875002339
66,High School,Education,2,Rural,1,Married,Part-time,1,Rent,Townhouse,Male,Car,2.501115340930049
25,Bachelor's,Healthcare,3,Urban,4,Single,Full-time,4,Own,Single-family home,Male,Walking,2.787361800345697
53,High School,Technology,2,Urban,48,Married,Full-time,4,Own,Townhouse,Female,Public transit,2.5616333764883112
55,Master's,Healthcare,1,Urban,1,Single,Full-time,3,Own,Apartment,Male,Car,2.7000705984376863
57,High School,Healthcare,1,Urban,9,Single,Full-time,5,Own,Townhouse,Male,Car,2.494635555458903
37,High School,Healthcare,0,Urban,30,Single,Full-time,6,Own,Apartment,Male,Car,2.49615975951027
52,High School,Technology,3,Urban,32,Married,Part-time,6,Own,Single-family home,Female,Public transit,2.5019080954894255
65,High School,Education,3,Suburban,43,Married,Full-time,2,Own,Single-family home,Female,Biking,2.4992326884641547
42,Bachelor's,Technology,1,Urban,46,Divorced,Part-time,5,Rent,Apartment,Female,Car,2.69223266111134
52,Master's,Technology,0,Rural,5,Divorced,Part-time,5,Rent,Single-family home,Male,Biking,2.5366178166731985
42,Master's,Others,5,Urban,13,Divorced,Full-time,4,Own,Apartment,Male,Car,2.7522427848188715
46,Master's,Finance,1,Urban,13,Single,Part-time,7,Rent,Apartment,Female,Car,2.6664122667562657
35,Master's,Education,3,Urban,14,Married,Part-time,7,Rent,Single-family home,Female,Car,2.5033249610329857
63,High School,Finance,2,Urban,32,Married,Full-time,7,Own,Single-family home,Female,Public transit,2.4977811739051163
35,Master's,Others,3,Rural,30,Married,Full-time,3,Own,Single-family home,Male,Biking,2.7940534080226103
19,High School,Technology,0,Urban,16,Single,Self-employed,7,Rent,Single-family home,Male,Biking,2.4973187240936205
52,Bachelor's,Education,3,Urban,42,Single,Self-employed,5,Own,Apartment,Female,Biking,2.493345007578398
33,Bachelor's,Healthcare,4,Urban,14,Married,Full-time,2,Own,Apartment,Male,Biking,2.8322136967299345
58,High School,Others,3,Urban,19,Divorced,Self-employed,3,Rent,Townhouse,Female,Car,2.6676214531890117
53,Master's,Healthcare,4,Urban,47,Married,Part-time,3,Rent,Townhouse,Male,Public transit,2.827253978317946
50,Bachelor's,Healthcare,1,Urban,20,Single,Full-time,2,Own,Townhouse,Female,Biking,2.503573802926213
21,Master's,Technology,5,Urban,28,Divorced,Self-employed,2,Rent,Apartment,Female,Walking,2.8229881515357285
50,Bachelor's,Finance,4,Rural,8,Single,Self-employed,6,Own,Apartment,Female,Public transit,2.7504328318473727
31,High School,Education,3,Urban,28,Divorced,Full-time,2,Own,Townhouse,Female,Biking,2.4928798315059817
38,Master's,Finance,5,Urban,43,Married,Full-time,5,Own,Single-family home,Male,Public transit,2.608832978063937
65,High School,Finance,5,Urban,33,Married,Self-employed,6,Own,Townhouse,Female,Biking,2.7110335781804484
37,Bachelor's,Technology,3,Suburban,46,Married,Full-time,3,Rent,Single-family home,Male,Public transit,2.4924193758436384
25,High School,Technology,3,Urban,8,Married,Full-time,6,Rent,Townhouse,Male,Car,2.611489668684928
24,Bachelor's,Technology,0,Rural,47,Married,Self-employed,3,Own,Apartment,Female,Car,2.494197932563859
20,Bachelor's,Others,1,Urban,29,Single,Full-time,1,Rent,Townhouse,Female,Biking,2.503048969273241
34,Bachelor's,Finance,4,Urban,16,Married,Part-time,7,Own,Townhouse,Male,Car,2.4990987205256623
50,Doctorate,Others,2,Urban,3,Single,Full-time,1,Own,Apartment,Female,Walking,2.502738922728408
65,Master's,Healthcare,4,Rural,39,Married,Full-time,7,Rent,Single-family home,Male,Public transit,2.7708514581234476
29,Master's,Education,3,Urban,31,Married,Full-time,1,Own,Apartment,Female,Public transit,2.497188448062701
68,Master's,Healthcare,2,Urban,31,Single,Full-time,6,Own,Apartment,Female,Car,2.503941199590369
39,High School,Technology,2,Urban,6,Married,Full-time,5,Own,Apartment,Male,Car,2.7812586968028756
39,Bachelor's,Others,4,Urban,37,Married,Part-time,6,Own,Apartment,Female,Biking,2.762218276917358
63,High School,Education,4,Urban,31,Married,Part-time,5,Own,Single-family home,Male,Public transit,2.793390760981625
47,High School,Healthcare,4,Suburban,4,Single,Part-time,2,Rent,Single-family home,Female,Car,2.5483658093812704
55,Doctorate,Healthcare,4,Rural,41,Married,Part-time,5,Own,Single-family home,Female,Car,2.493958391292933
55,Bachelor's,Education,1,Rural,2,Single,Full-time,3,Rent,Single-family home,Male,Car,2.701639721704688
62,Bachelor's,Healthcare,0,Urban,19,Single,Self-employed,3,Rent,Apartment,Male,Biking,2.7408874380170025
68,High School,Education,0,Urban,16,Single,Full-time,7,Own,Apartment,Male,Public transit,2.8373126503226334
25,Bachelor's,Finance,4,Urban,15,Single,Full-time,6,Own,Townhouse,Male,Car,2.4967986587001634
44,High School,Education,0,Urban,10,Married,Part-time,7,Own,Single-family home,Female,Public transit,2.7375513241149787
44,High School,Technology,4,Suburban,12,Married,Full-time,4,Rent,Single-family home,Male,Public transit,2.4840231686799705
51,High School,Technology,4,Urban,17,Married,Full-time,4,Own,Apartment,Male,Public transit,2.4927191133068805
38,Bachelor's,Finance,4,Suburban,13,Married,Self-employed,7,Own,Single-family home,Male,Public transit,2.4955808558765264
47,Bachelor's,Healthcare,5,Suburban,33,Married,Full-time,5,Own,Townhouse,Male,Car,2.4985674570382366
50,High School,Others,1,Urban,11,Single,Part-time,7,Rent,Single-family home,Female,Public transit,2.495459695080587
45,Master's,Technology,3,Urban,21,Married,Self-employed,6,Rent,Single-family home,Female,Public transit,2.496641226923522
64,High School,Healthcare,0,Urban,20,Married,Self-employed,6,Rent,Single-family home,Male,Public transit,2.8156582260336274
50,Bachelor's,Healthcare,0,Urban,25,Single,Full-time,4,Rent,Single-family home,Female,Public transit,2.7969639560476804
22,Doctorate,Healthcare,1,Urban,41,Married,Full-time,5,Own,Single-family home,Female,Public transit,2.500718094506696
65,Bachelor's,Finance,1,Rural,38,Married,Part-time,2,Rent,Apartment,Male,Public transit,2.7274774459136717
36,Master's,Technology,4,Urban,1,Single,Full-time,2,Rent,Apartment,Male,Public transit,2.672126448778589
21,Master's,Education,4,Urban,49,Single,Part-time,4,Own,Apartment,Female,Biking,2.500564053654715
52,Bachelor's,Education,5,Suburban,48,Married,Part-time,5,Rent,Apartment,Female,Public transit,2.5028512139522165
66,Master's,Others,5,Suburban,15,Married,Part-time,4,Rent,Single-family home,Female,Car,2.4930176789592577
34,Master's,Others,3,Suburban,33,Single,Part-time,3,Own,Townhouse,Female,Car,2.5024784710745345
61,Bachelor's,Technology,0,Urban,10,Married,Self-employed,5,Rent,Single-family home,Female,Car,2.4988045488369406
45,High School,Technology,1,Urban,18,Married,Full-time,1,Own,Single-family home,Male,Car,2.496363736905382
47,Master's,Finance,3,Urban,29,Single,Part-time,3,Rent,Townhouse,Female,Public transit,2.4930051576514374
46,Master's,Finance,0,Urban,6,Married,Full-time,5,Rent,Townhouse,Female,Public transit,2.5009282625157074
63,High School,Education,3,Urban,26,Married,Full-time,4,Rent,Apartment,Female,Car,2.4968820132579186
70,Bachelor's,Healthcare,3,Urban,21,Single,Full-time,6,Own,Apartment,Male,Car,2.49658867719844
23,Master's,Finance,4,Rural,16,Married,Part-time,4,Own,Single-family home,Female,Biking,2.8371643533638684
52,Bachelor's,Healthcare,3,Urban,14,Single,Self-employed,4,Own,Single-family home,Female,Walking,2.496622122131105
58,Bachelor's,Healthcare,4,Urban,8,Single,Part-time,5,Own,Townhouse,Female,Biking,2.4971054287953414
54,Master's,Finance,0,Urban,11,Single,Full-time,4,Own,Townhouse,Female,Biking,2.723068393345684
41,Bachelor's,Technology,5,Urban,7,Divorced,Part-time,7,Rent,Townhouse,Male,Public transit,2.4538098559155626
46,Bachelor's,Others,0,Urban,1,Married,Full-time,7,Own,Single-family home,Female,Biking,2.636548538972264
66,Master's,Technology,4,Urban,48,Married,Part-time,5,Rent,Single-family home,Male,Public transit,2.808572426463582
63,Master's,Others,5,Rural,47,Married,Self-employed,7,Own,Single-family home,Male,Public transit,2.4956316859961025
70,Bachelor's,Education,2,Urban,15,Single,Full-time,5,Own,Apartment,Male,Car,2.8168420416592346
48,Bachelor's,Finance,5,Urban,2,Married,Full-time,4,Own,Apartment,Male,Car,2.627415054826815
52,Bachelor's,Education,3,Urban,50,Single,Full-time,2,Rent,Single-family home,Male,Public transit,2.686640136225392
50,Doctorate,Healthcare,0,Urban,47,Married,Full-time,2,Rent,Single-family home,Male,Public transit,2.4955881193993332
69,High School,Education,3,Rural,30,Married,Part-time,7,Own,Townhouse,Female,Car,2.621696529528006
38,High School,Finance,5,Urban,42,Single,Full-time,3,Own,Apartment,Male,Car,2.4953189067083335
49,Bachelor's,Healthcare,2,Urban,25,Married,Full-time,5,Own,Apartment,Female,Car,2.492474878190335
40,Master's,Technology,3,Urban,40,Married,Part-time,4,Rent,Townhouse,Female,Public transit,2.4947506896023772
50,High School,Healthcare,2,Suburban,45,Single,Self-employed,6,Rent,Apartment,Male,Biking,2.754374050378168
20,High School,Healthcare,1,Urban,1,Married,Full-time,7,Rent,Single-family home,Female,Car,2.7708633112070298
35,High School,Technology,2,Urban,29,Married,Full-time,4,Own,Apartment,Female,Public transit,2.497955043335617
42,Master's,Others,0,Urban,12,Married,Full-time,4,Rent,Townhouse,Female,Car,2.774161899442714
59,High School,Education,5,Rural,36,Single,Full-time,2,Own,Single-family home,Female,Walking,2.6064607452541533
48,Bachelor's,Technology,4,Suburban,13,Married,Full-time,1,Own,Apartment,Female,Walking,2.8035447286501043
20,Bachelor's,Others,4,Urban,0,Divorced,Self-employed,6,Own,Apartment,Female,Public transit,2.4933250582351887
57,Master's,Technology,3,Suburban,31,Married,Full-time,5,Own,Townhouse,Male,Walking,2.5020905502654545
63,Bachelor's,Technology,5,Urban,5,Married,Full-time,3,Own,Townhouse,Female,Walking,2.4918672077580837
41,High School,Healthcare,1,Urban,21,Single,Full-time,3,Own,Apartment,Female,Public transit,2.500090917883774
67,Bachelor's,Technology,3,Urban,10,Single,Self-employed,7,Own,Apartment,Male,Public transit,2.500935032436183
49,Doctorate,Education,2,Suburban,48,Divorced,Full-time,3,Rent,Apartment,Male,Car,2.4954305877912715
64,Bachelor's,Technology,4,Urban,22,Single,Part-time,5,Own,Single-family home,Female,Public transit,2.494943821992585
39,Doctorate,Finance,2,Suburban,13,Divorced,Part-time,5,Own,Apartment,Female,Biking,2.5009463142933694
40,Master's,Technology,4,Urban,13,Single,Self-employed,3,Rent,Townhouse,Female,Public transit,2.500638847864372
19,High School,Healthcare,4,Suburban,19,Single,Full-time,3,Own,Single-family home,Male,Public transit,2.8251720730115895
44,Bachelor's,Others,4,Urban,6,Single,Full-time,4,Rent,Apartment,Female,Public transit,2.607087432482322
